M80517.1
MH590571.1
MH590563.1
OM022123.1
MH590561.1
OM022127.1
OM022128.1
MH590517.1
AP019107.1
AP019036.1
AP019098.1
MH590550.1
AB850657.1
MG298824.1
OM022168.1
MF547470.1
OM022158.1
MH590496.1
MF547454.1
MF547465.1
MH590416.1
OM022145.1
MF547473.1
MF547478.1
OM022166.1
AP019059.1
MG298871.1
MF547469.1
MF547466.1
OM022217.1
MF547456.1
OM022156.1
MF547457.1
MH590567.1
AP019087.1
OM022149.1
MF547480.1
MH883776.1
MF547483.1
MF547477.1
MF547458.1
MF547461.1
MF547462.1
MF547459.1
MF547464.1
MF547488.1
MG298857.1
AB850645.1
MF547474.1
MF547490.1
MH590400.1
MF547471.1
OM022161.1
MG298823.1
MH590524.1
MF547489.1
OM022228.1
MH101964.1
MF547476.1
MF547467.1
MF547463.1
MF547491.1
OM022214.1
MG298849.1
MF547479.1
OM022138.1
OM022137.1
OM022160.1
OM022176.1
AP019103.1
OM022193.1
MH590433.1
OM022150.1
MF547468.1
MF547475.1
MG298891.1
MF547455.1
MG298875.1
OM022147.1
MG298879.1
MH590462.1
MF547472.1
MG298852.1
MG298861.1
AP019173.1
OM022209.1
OM022136.1
MF547460.1
MG298832.1
OM022167.1
MG298853.1
MH883783.1
MH837513.1
OM022121.1
MG298894.1
OM022130.1
LC150743.1
OM022164.1
MF547485.1
MF547486.1
AP019170.1
OM022229.1
MH883768.1
MG298826.1
OM022163.1
MG298845.1
OM022157.1
OM022188.1
OM022133.1
OM022213.1
MG298904.1
MG298848.1
MG298873.1
OM022212.1
KX125050.1
KX674064.1
OM022142.1
OM022200.1
MF547487.1
MH144223.1
MG298903.1
OM022179.1
LR813067.1
OM022222.1
MH883779.1
OM022194.1
MG298897.1
OM022220.1
OM022122.1
MG298870.1
OM022187.1
MF547492.1
MG298837.1
MG298890.1
MH590475.1
MH590579.1
MG298874.1
MG298866.1
MG298883.1
OM022185.1
OM022174.1
MG298863.1
MH883785.1
OM022216.1
OM022148.1
OM022198.1
OM022226.1
MG298841.1
MG298838.1
AP019187.1
MH883777.1
MG298834.1
MH590439.1
MH590438.1
MH590499.1
OM022135.1
OM022172.1
MG298859.1
MG298844.1
MG298860.1
AP019111.1
MG298893.1
MH590518.1
MG298856.1
OM022218.1
MG298828.1
MG298867.1
OM022139.1
MH883766.1
MG298880.1
OM022134.1
MG298886.1
MH883781.1
AP019138.1
MG298854.1
AP019035.1
MH883771.1
MH883773.1
MH883780.1
MH883784.1
MG298846.1
MG298905.1
MG298881.1
MG298868.1
MG298839.1
MH590464.1
OM022183.1
MG298889.1
MH883769.1
MT648657.1
OM022152.1
MG298872.1
MG298884.1
OM022141.1
MG298855.1
OM022189.1
OM022182.1
MG298835.1
OM022221.1
MH590547.1
OM022171.1
MG298829.1
MG298847.1
AP015015.1
MH883775.1
MH590435.1
MH883774.1
MT648658.1
MG298885.1
OM022165.1
OM022154.1
MG298908.1
MH144212.1
MH883772.1
MT648661.1
MG298901.1
AP019037.1
MH590538.1
MH883764.1
MG298909.1
MG298869.1
OM022177.1
MG298840.1
MG298902.1
OM022211.1
OM022159.1
AP019048.1
MG298896.1
OM022140.1
MG298858.1
MG298895.1
OM022227.1
AP019174.1
MG298865.1
AP019029.1
OM022162.1
MH883760.1
MG298877.1
MH883767.1
OM022178.1
OM022195.1
MH144218.1
MG298850.1
AP019124.1
MG298900.1
MG298906.1
MG298862.1
MH883770.1
MH144215.1
MH883765.1
AP019042.1
MG298907.1
OM022186.1
MH883756.1
MG298910.1
MH883786.1
LC573551.1
AP019047.1
KX125053.1
KX674067.1
MG298842.1
AP019071.1
MH590495.1
MG298913.1
MH101966.1
AP019054.1
MH590385.1
AP019017.1
OM022192.1
AP019060.1
MH144214.1
OM022118.1
MH144213.1
MH101967.1
MH590458.1
MG298864.1
MG298882.1
MH883778.1
AP019080.1
MH883763.1
AP019091.1
MG298887.1
MH101970.1
LC573554.1
AP019163.1
AP019073.1
MH144221.1
MH101961.1
AP019109.1
MG298876.1
AP019077.1
AP019025.1
AP019074.1
MH144216.1
AP019032.1
AP019016.1
MG298888.1
MH883758.1
AB850646.1
MG298825.1
AP019053.1
MH883782.1
AP019133.1
OM022151.1
AB850649.1
AP019034.1
MG298916.1
AP019142.1
MH883755.1
AP019140.1
MG298830.1
MH883761.1
MH883762.1
MG298851.1
AP019020.1
MH590491.1
MG298899.1
MG298912.1
AP019090.1
AP019076.1
MH101963.1
MH883757.1
OM022120.1
AP019178.1
MH590373.1
AP019033.1
MT648660.1
AP019026.1
AP019141.1
AP019050.1
MH590429.1
AP019102.1
AP019110.1
AP019151.1
OM022116.1
MH144222.1
OM022117.1
AP019186.1
AP019041.1
AP019150.1
AP019169.1
AP019149.1
AP019156.1
AP019126.1
AP019021.1
AP019132.1
LC573555.1
AP019144.1
AP019019.1
OM022115.1
AP019161.1
KF717093.1
MH144217.1
MH101958.1
AB828191.1
AP019160.1
AP019075.1
AP019179.1
OM022143.1
AP019136.1
MH590502.1
MH590443.1
LN827554.1
MH837512.1
MG298843.1
AP019099.1
AP019105.1
MH144220.1
AP019119.1
MH590480.1
AP019152.1
MH590372.1
MK973062.1
HQ020558.1
AP019043.1
AP019068.1
AP019018.1
AP019157.1
MT648644.1
LR813052.1
AP019154.1
AP019153.1
MG298878.1
AP019085.1
AP019159.1
AP019056.1
AP019128.1
AP019055.1
AP019079.1
MT648647.1
AP019089.1
AP019117.1
AP019058.1
AP019155.1
LR812982.1
MH590426.1
MH101969.1
MH590574.1
AP019183.1
AP019057.1
AP019038.1
AP019115.1
AP019182.1
AP019024.1
AP019095.1
AP019146.1
AP019092.1
AP019147.1
AP019145.1
MG298836.1
AP019066.1
AP019165.1
AP019063.1
AP019088.1
LR813026.1
LR813038.1
LR813055.1
LR813082.1
LR813050.1
LR813056.1
MH101971.1
AP019101.1
LR813064.1
LR813071.1
LR813081.1
LR813063.1
LR813042.1
LR813076.1
LR813020.1
LR813051.1
AP019094.1
